Ort,Gesamtzahl
Ahlen,4245
Beckum,1970
Beelen,386
Drensteinfurt,488
Ennigerloh,985
Everswinkel,316
Oelde,1911
Ostbevern,513
Sassenberg,715
Sendenhorst,467
Telgte,860
Wadersloh,685
Warendorf,1704
GESAMT,15245
