Ort,Gesamtzahl
Ahlen,3997
Beckum,1749
Beelen,300
Drensteinfurt,413
Ennigerloh,889
Everswinkel,273
Oelde,1763
Ostbevern,408
Sassenberg,561
Sendenhorst,437
Telgte,747
Wadersloh,609
Warendorf,1391
GESAMT,13537
