Ort,Gesamtzahl
Ahlen,4396
Beckum,2078
Beelen,413
Drensteinfurt,522
Ennigerloh,1032
Everswinkel,387
Oelde,2014
Ostbevern,542
Sassenberg,754
Sendenhorst,493
Telgte,910
Wadersloh,718
Warendorf,1856
GESAMT,16115
