Ort,Gesamtzahl
Ahlen,5254
Beckum,2632
Beelen,524
Drensteinfurt,726
Ennigerloh,1341
Everswinkel,564
Oelde,2368
Ostbevern,699
Sassenberg,1063
Sendenhorst,729
Telgte,1119
Wadersloh,975
Warendorf,2470
GESAMT,20464
