Ort,Gesamtzahl
Ahlen,3426
Beckum,1447
Beelen,239
Drensteinfurt,357
Ennigerloh,773
Everswinkel,231
Oelde,1552
Ostbevern,393
Sassenberg,479
Sendenhorst,385
Telgte,623
Wadersloh,538
Warendorf,1128
GESAMT,11571
