Ort,Gesamtzahl
Ahlen,3986
Beckum,1738
Beelen,297
Drensteinfurt,404
Ennigerloh,889
Everswinkel,273
Oelde,1762
Ostbevern,408
Sassenberg,556
Sendenhorst,437
Telgte,746
Wadersloh,607
Warendorf,1386
GESAMT,13489
