Ort,Gesamtzahl
Ahlen,3412
Beckum,1446
Beelen,237
Drensteinfurt,356
Ennigerloh,772
Everswinkel,231
Oelde,1548
Ostbevern,393
Sassenberg,479
Sendenhorst,385
Telgte,620
Wadersloh,537
Warendorf,1123
GESAMT,11539
