Ort,Gesamtzahl
Ahlen,4153
Beckum,1877
Beelen,357
Drensteinfurt,455
Ennigerloh,946
Everswinkel,294
Oelde,1862
Ostbevern,487
Sassenberg,667
Sendenhorst,460
Telgte,803
Wadersloh,649
Warendorf,1597
GESAMT,14607
