Ort,Gesamtzahl
Ahlen,3420
Beckum,1447
Beelen,239
Drensteinfurt,356
Ennigerloh,773
Everswinkel,231
Oelde,1551
Ostbevern,393
Sassenberg,479
Sendenhorst,385
Telgte,623
Wadersloh,538
Warendorf,1127
GESAMT,11562
