Ort,Gesamtzahl
Ahlen,6823
Beckum,3217
Beelen,597
Drensteinfurt,989
Ennigerloh,1627
Everswinkel,661
Oelde,2860
Ostbevern,873
Sassenberg,1246
Sendenhorst,1008
Telgte,1310
Wadersloh,1178
Warendorf,2911
GESAMT,25300
