Ort,Gesamtzahl
Ahlen,7269
Beckum,3373
Beelen,625
Drensteinfurt,1053
Ennigerloh,1686
Everswinkel,691
Oelde,2996
Ostbevern,884
Sassenberg,1300
Sendenhorst,1072
Telgte,1342
Wadersloh,1209
Warendorf,3053
GESAMT,26553
