Ort,Gesamtzahl
Ahlen,4874
Beckum,2416
Beelen,473
Drensteinfurt,603
Ennigerloh,1176
Everswinkel,484
Oelde,2219
Ostbevern,644
Sassenberg,904
Sendenhorst,589
Telgte,1031
Wadersloh,906
Warendorf,2205
GESAMT,18524
