Ort,Gesamtzahl
Ahlen,3505
Beckum,1463
Beelen,244
Drensteinfurt,361
Ennigerloh,792
Everswinkel,235
Oelde,1585
Ostbevern,394
Sassenberg,495
Sendenhorst,389
Telgte,633
Wadersloh,552
Warendorf,1145
GESAMT,11793
