Ort,Gesamtzahl
Ahlen,3998
Beckum,1758
Beelen,300
Drensteinfurt,413
Ennigerloh,892
Everswinkel,274
Oelde,1769
Ostbevern,408
Sassenberg,568
Sendenhorst,438
Telgte,748
Wadersloh,610
Warendorf,1392
GESAMT,13568
