Ort,Gesamtzahl
Ahlen,4008
Beckum,1763
Beelen,301
Drensteinfurt,414
Ennigerloh,902
Everswinkel,274
Oelde,1775
Ostbevern,409
Sassenberg,577
Sendenhorst,438
Telgte,750
Wadersloh,615
Warendorf,1403
GESAMT,13629
