Ort,Gesamtzahl
Ahlen,3867
Beckum,1644
Beelen,281
Drensteinfurt,384
Ennigerloh,859
Everswinkel,266
Oelde,1710
Ostbevern,405
Sassenberg,519
Sendenhorst,425
Telgte,729
Wadersloh,596
Warendorf,1336
GESAMT,13021
