Ort,Gesamtzahl
Ahlen,4109
Beckum,1844
Beelen,349
Drensteinfurt,442
Ennigerloh,935
Everswinkel,285
Oelde,1837
Ostbevern,461
Sassenberg,625
Sendenhorst,463
Telgte,768
Wadersloh,636
Warendorf,1528
GESAMT,14282
