Ort,Gesamtzahl
Ahlen,4664
Beckum,2286
Beelen,453
Drensteinfurt,557
Ennigerloh,1096
Everswinkel,451
Oelde,2130
Ostbevern,595
Sassenberg,850
Sendenhorst,543
Telgte,983
Wadersloh,825
Warendorf,2035
GESAMT,17468
