Ort,Gesamtzahl
Ahlen,4227
Beckum,1944
Beelen,380
Drensteinfurt,479
Ennigerloh,973
Everswinkel,311
Oelde,1901
Ostbevern,503
Sassenberg,710
Sendenhorst,466
Telgte,854
Wadersloh,678
Warendorf,1686
GESAMT,15112
