Ort,Gesamtzahl
Ahlen,3480
Beckum,1459
Beelen,244
Drensteinfurt,360
Ennigerloh,785
Everswinkel,234
Oelde,1568
Ostbevern,392
Sassenberg,492
Sendenhorst,389
Telgte,632
Wadersloh,551
Warendorf,1140
GESAMT,11726
