Ort,Gesamtzahl
Ahlen,5919
Beckum,2883
Beelen,559
Drensteinfurt,851
Ennigerloh,1460
Everswinkel,596
Oelde,2601
Ostbevern,823
Sassenberg,1139
Sendenhorst,839
Telgte,1205
Wadersloh,1087
Warendorf,2660
GESAMT,22622
