Ort,Gesamtzahl
Ahlen,3947
Beckum,1713
Beelen,292
Drensteinfurt,395
Ennigerloh,877
Everswinkel,273
Oelde,1739
Ostbevern,407
Sassenberg,535
Sendenhorst,433
Telgte,740
Wadersloh,604
Warendorf,1361
GESAMT,13316
