Ort,Gesamtzahl
Ahlen,4928
Beckum,2463
Beelen,483
Drensteinfurt,622
Ennigerloh,1206
Everswinkel,497
Oelde,2240
Ostbevern,656
Sassenberg,930
Sendenhorst,604
Telgte,1052
Wadersloh,931
Warendorf,2240
GESAMT,18852
