Ort,Gesamtzahl
Ahlen,5018
Beckum,2520
Beelen,501
Drensteinfurt,653
Ennigerloh,1249
Everswinkel,522
Oelde,2278
Ostbevern,665
Sassenberg,988
Sendenhorst,643
Telgte,1078
Wadersloh,951
Warendorf,2331
GESAMT,19397
