Ort,Gesamtzahl
Ahlen,3926
Beckum,1698
Beelen,286
Drensteinfurt,393
Ennigerloh,872
Everswinkel,272
Oelde,1725
Ostbevern,406
Sassenberg,526
Sendenhorst,431
Telgte,739
Wadersloh,601
Warendorf,1353
GESAMT,13228
