Ort,Gesamtzahl
Ahlen,5711
Beckum,2814
Beelen,548
Drensteinfurt,820
Ennigerloh,1421
Everswinkel,580
Oelde,2528
Ostbevern,802
Sassenberg,1127
Sendenhorst,802
Telgte,1177
Wadersloh,1065
Warendorf,2603
GESAMT,21998
