Ort,Gesamtzahl
Ahlen,4488
Beckum,2145
Beelen,425
Drensteinfurt,531
Ennigerloh,1047
Everswinkel,410
Oelde,2047
Ostbevern,552
Sassenberg,804
Sendenhorst,504
Telgte,928
Wadersloh,745
Warendorf,1915
GESAMT,16541
