Ort,Gesamtzahl
Ahlen,4571
Beckum,2226
Beelen,439
Drensteinfurt,542
Ennigerloh,1068
Everswinkel,434
Oelde,2098
Ostbevern,576
Sassenberg,832
Sendenhorst,521
Telgte,961
Wadersloh,794
Warendorf,1971
GESAMT,17033
