Ort,Gesamtzahl
Ahlen,4710
Beckum,2314
Beelen,462
Drensteinfurt,573
Ennigerloh,1120
Everswinkel,458
Oelde,2163
Ostbevern,616
Sassenberg,864
Sendenhorst,563
Telgte,991
Wadersloh,867
Warendorf,2097
GESAMT,17798
