Ort,Gesamtzahl
Ahlen,6212
Beckum,2991
Beelen,561
Drensteinfurt,891
Ennigerloh,1511
Everswinkel,614
Oelde,2698
Ostbevern,849
Sassenberg,1182
Sendenhorst,887
Telgte,1256
Wadersloh,1112
Warendorf,2752
GESAMT,23516
