Ort,Gesamtzahl
Ahlen,6338
Beckum,3019
Beelen,566
Drensteinfurt,912
Ennigerloh,1523
Everswinkel,620
Oelde,2700
Ostbevern,852
Sassenberg,1187
Sendenhorst,903
Telgte,1259
Wadersloh,1128
Warendorf,2765
GESAMT,23772
