Ort,Gesamtzahl
Ahlen,3479
Beckum,1458
Beelen,244
Drensteinfurt,360
Ennigerloh,784
Everswinkel,234
Oelde,1566
Ostbevern,392
Sassenberg,492
Sendenhorst,388
Telgte,631
Wadersloh,551
Warendorf,1137
GESAMT,11716
