Ort,Gesamtzahl
Ahlen,3486
Beckum,1461
Beelen,244
Drensteinfurt,361
Ennigerloh,789
Everswinkel,234
Oelde,1577
Ostbevern,393
Sassenberg,492
Sendenhorst,389
Telgte,633
Wadersloh,552
Warendorf,1144
GESAMT,11755
