Ort,Gesamtzahl
Ahlen,9377
Beckum,4739
Beelen,835
Drensteinfurt,1507
Ennigerloh,2108
Everswinkel,852
Oelde,3800
Ostbevern,1141
Sassenberg,1587
Sendenhorst,1394
Telgte,1593
Wadersloh,1458
Warendorf,3750
GESAMT,34141
