Ort,Gesamtzahl
Ahlen,4131
Beckum,1860
Beelen,354
Drensteinfurt,445
Ennigerloh,940
Everswinkel,292
Oelde,1846
Ostbevern,471
Sassenberg,648
Sendenhorst,460
Telgte,779
Wadersloh,646
Warendorf,1562
GESAMT,14434
