,09.02.2022
Anröchte,960
Lippetal,1067
Möhnesee,814
Geseke,2720
Werl,3519
Warstein,2185
Ense,1136
Rüthen,814
Lippstadt,8800
Bad Sassendorf,854
Welver,938
Wickede,1146
Soest,4615
Erwitte,1519
