,27.07.2021
Anröchte,257
Lippetal,290
Möhnesee,248
Geseke,702
Werl,1247
Warstein,523
Ense,327
Rüthen,245
Lippstadt,2458
Bad Sassendorf,268
Welver,255
Wickede,350
Soest,1197
Erwitte,476
