,07.01.2022
Anröchte,578
Lippetal,598
Möhnesee,472
Geseke,1364
Werl,2119
Warstein,1004
Ense,671
Rüthen,419
Lippstadt,5121
Bad Sassendorf,515
Welver,454
Wickede,704
Soest,2706
Erwitte,795
