,24.01.2022
Anröchte,706
Lippetal,743
Möhnesee,550
Geseke,1604
Werl,2437
Warstein,1327
Ense,822
Rüthen,516
Lippstadt,6043
Bad Sassendorf,591
Welver,571
Wickede,837
Soest,3106
Erwitte,947
