,09.12.2021
Anröchte,431
Lippetal,457
Möhnesee,398
Geseke,1140
Werl,1829
Warstein,839
Ense,486
Rüthen,362
Lippstadt,4046
Bad Sassendorf,438
Welver,353
Wickede,598
Soest,2085
Erwitte,669
