,10.01.2022
Anröchte,586
Lippetal,606
Möhnesee,475
Geseke,1371
Werl,2137
Warstein,1033
Ense,681
Rüthen,426
Lippstadt,5167
Bad Sassendorf,522
Welver,459
Wickede,719
Soest,2726
Erwitte,807
