,04.10.2021
Anröchte,302
Lippetal,305
Möhnesee,289
Geseke,779
Werl,1415
Warstein,598
Ense,367
Rüthen,262
Lippstadt,2968
Bad Sassendorf,306
Welver,276
Wickede,431
Soest,1435
Erwitte,528
