,27.01.2022
Anröchte,736
Lippetal,781
Möhnesee,579
Geseke,1701
Werl,2577
Warstein,1493
Ense,872
Rüthen,552
Lippstadt,6442
Bad Sassendorf,620
Welver,636
Wickede,888
Soest,3285
Erwitte,1041
