,10.12.2021
Anröchte,446
Lippetal,462
Möhnesee,402
Geseke,1164
Werl,1846
Warstein,849
Ense,490
Rüthen,364
Lippstadt,4125
Bad Sassendorf,443
Welver,357
Wickede,608
Soest,2129
Erwitte,675
