,31.01.2022
Anröchte,789
Lippetal,855
Möhnesee,624
Geseke,1827
Werl,2800
Warstein,1620
Ense,927
Rüthen,609
Lippstadt,6880
Bad Sassendorf,666
Welver,725
Wickede,941
Soest,3619
Erwitte,1104
