,20.01.2022
Anröchte,655
Lippetal,677
Möhnesee,525
Geseke,1471
Werl,2295
Warstein,1139
Ense,752
Rüthen,462
Lippstadt,5551
Bad Sassendorf,558
Welver,516
Wickede,793
Soest,2938
Erwitte,869
