,03.01.2022
Anröchte,552
Lippetal,561
Möhnesee,453
Geseke,1316
Werl,2072
Warstein,956
Ense,627
Rüthen,415
Lippstadt,4921
Bad Sassendorf,500
Welver,427
Wickede,685
Soest,2623
Erwitte,766
