,14.09.2021
Anröchte,286
Lippetal,300
Möhnesee,281
Geseke,757
Werl,1383
Warstein,580
Ense,347
Rüthen,259
Lippstadt,2827
Bad Sassendorf,290
Welver,269
Wickede,399
Soest,1377
Erwitte,517
