,17.02.2022
Anröchte,1175
Lippetal,1298
Möhnesee,996
Geseke,3253
Werl,4210
Warstein,2696
Ense,1337
Rüthen,1000
Lippstadt,10439
Bad Sassendorf,1107
Welver,1183
Wickede,1378
Soest,5651
Erwitte,1961
