,06.07.2021
Anröchte,257
Lippetal,290
Möhnesee,247
Geseke,698
Werl,1229
Warstein,519
Ense,323
Rüthen,241
Lippstadt,2446
Bad Sassendorf,263
Welver,253
Wickede,340
Soest,1190
Erwitte,476
