,10.02.2022
Anröchte,990
Lippetal,1088
Möhnesee,841
Geseke,2770
Werl,3612
Warstein,2244
Ense,1168
Rüthen,831
Lippstadt,9063
Bad Sassendorf,876
Welver,973
Wickede,1165
Soest,4746
Erwitte,1574
