,13.08.2021
Anröchte,260
Lippetal,293
Möhnesee,250
Geseke,719
Werl,1289
Warstein,538
Ense,328
Rüthen,246
Lippstadt,2507
Bad Sassendorf,270
Welver,258
Wickede,354
Soest,1227
Erwitte,482
