,19.10.2021
Anröchte,310
Lippetal,311
Möhnesee,295
Geseke,794
Werl,1442
Warstein,634
Ense,373
Rüthen,265
Lippstadt,3028
Bad Sassendorf,316
Welver,287
Wickede,461
Soest,1495
Erwitte,534
