,28.01.2022
Anröchte,766
Lippetal,805
Möhnesee,594
Geseke,1750
Werl,2623
Warstein,1539
Ense,893
Rüthen,567
Lippstadt,6630
Bad Sassendorf,634
Welver,659
Wickede,909
Soest,3376
Erwitte,1070
