,31.08.2021
Anröchte,277
Lippetal,299
Möhnesee,272
Geseke,740
Werl,1339
Warstein,563
Ense,338
Rüthen,253
Lippstadt,2664
Bad Sassendorf,280
Welver,267
Wickede,382
Soest,1312
Erwitte,504
