,27.10.2021
Anröchte,322
Lippetal,317
Möhnesee,306
Geseke,814
Werl,1456
Warstein,672
Ense,381
Rüthen,273
Lippstadt,3104
Bad Sassendorf,319
Welver,288
Wickede,468
Soest,1549
Erwitte,545
