,22.10.2021
Anröchte,319
Lippetal,314
Möhnesee,299
Geseke,801
Werl,1448
Warstein,662
Ense,377
Rüthen,269
Lippstadt,3070
Bad Sassendorf,316
Welver,288
Wickede,464
Soest,1518
Erwitte,537
