,14.02.2022
Anröchte,1087
Lippetal,1202
Möhnesee,921
Geseke,2990
Werl,3941
Warstein,2498
Ense,1248
Rüthen,923
Lippstadt,9730
Bad Sassendorf,995
Welver,1062
Wickede,1270
Soest,5268
Erwitte,1764
