,19.08.2021
Anröchte,267
Lippetal,296
Möhnesee,258
Geseke,724
Werl,1305
Warstein,547
Ense,333
Rüthen,248
Lippstadt,2568
Bad Sassendorf,274
Welver,259
Wickede,358
Soest,1242
Erwitte,489
