,28.10.2021
Anröchte,326
Lippetal,319
Möhnesee,309
Geseke,829
Werl,1462
Warstein,678
Ense,381
Rüthen,275
Lippstadt,3113
Bad Sassendorf,319
Welver,288
Wickede,471
Soest,1555
Erwitte,548
