,16.09.2021
Anröchte,286
Lippetal,300
Möhnesee,281
Geseke,759
Werl,1391
Warstein,583
Ense,347
Rüthen,259
Lippstadt,2841
Bad Sassendorf,293
Welver,271
Wickede,400
Soest,1381
Erwitte,520
