,06.10.2021
Anröchte,302
Lippetal,305
Möhnesee,291
Geseke,781
Werl,1417
Warstein,598
Ense,370
Rüthen,262
Lippstadt,2977
Bad Sassendorf,312
Welver,278
Wickede,441
Soest,1451
Erwitte,528
