,16.12.2021
Anröchte,490
Lippetal,491
Möhnesee,426
Geseke,1214
Werl,1914
Warstein,892
Ense,518
Rüthen,389
Lippstadt,4357
Bad Sassendorf,463
Welver,369
Wickede,639
Soest,2320
Erwitte,708
