,21.01.2022
Anröchte,668
Lippetal,696
Möhnesee,533
Geseke,1512
Werl,2339
Warstein,1200
Ense,772
Rüthen,476
Lippstadt,5668
Bad Sassendorf,571
Welver,533
Wickede,809
Soest,2993
Erwitte,898
